view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":45.57552700001111}]",45.82117100000005,welcome,instructions,0,47,0.0-0.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:49
NA,284.51229699999203,id,survey-html-form,1,333,0.0-0.0-1.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""prolific"":""test12347558875284182739""}",NA,NA,NA,NA,02/09/2020 09:47:49
NA,379.5577969999897,contact,survey-html-form,2,715,0.0-0.0-1.0-1.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""contact"":""yes"",""address"":""test12349319752667995927""}",NA,NA,NA,NA,02/09/2020 09:47:49
NA,1176.6568360000065,demographics,survey-html-form,3,1893,0.0-0.0-1.0-2.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""sex"":""male"",""age"":""41"",""language"":""Korean"",""language_other"":"""",""business_edu"":""3"",""business_exp"":""88"",""current"":""no""}",no,NA,NA,NA,02/09/2020 09:47:49
"[{""page_index"":0,""viewing_time"":125.41405499999337},{""page_index"":1,""viewing_time"":67.89946599999985},{""page_index"":2,""viewing_time"":65.0782130000207}]",258.64135399999077,instructions,instructions,4,2153,0.0-0.0-2.0-0.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:49
NA,293.4306070000048,project_choice,survey-multi-choice,5,2450,0.0-0.0-2.0-4.0-0.0-0.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""oil-well_offshore-Kuala-Lumpur-Malaysia_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,275.00174700000434,project_choice,survey-multi-choice,6,2728,0.0-0.0-2.0-4.0-0.0-0.0-0.1,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""microchip_smartphone_125_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,340.5634259999888,project_choice,survey-multi-choice,7,3070,0.0-0.0-2.0-4.0-0.0-0.0-0.2,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""record-deal_classical_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,246.92970400002423,project_choice,survey-multi-choice,8,3319,0.0-0.0-2.0-4.0-0.0-0.0-0.3,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""shipping-logistics_wheat_185_240_0.4"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,244.15826000000607,project_choice,survey-multi-choice,9,3566,0.0-0.0-2.0-4.0-0.0-0.0-0.4,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""restaurant-chain_burger_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
