view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":50.8444499999996}]",51.32220999999504,welcome,instructions,0,52,0.0-0.0-0.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:42
NA,378.52492700000084,id,survey-html-form,1,433,0.0-0.0-1.0-0.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""prolific"":""test12347638256481875557""}",NA,NA,NA,NA,02/09/2020 09:46:42
NA,700.5171419999954,contact,survey-html-form,2,1137,0.0-0.0-1.0-1.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""contact"":""no"",""address"":""test12349746989893984344""}",NA,NA,NA,NA,02/09/2020 09:46:42
NA,1419.5426539999971,demographics,survey-html-form,3,2564,0.0-0.0-1.0-2.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""sex"":""male"",""age"":""40"",""language"":""Greek"",""language_other"":"""",""business_edu"":""4"",""business_exp"":""86"",""current"":""no""}",no,NA,NA,NA,02/09/2020 09:46:42
"[{""page_index"":0,""viewing_time"":65.5933219999979},{""page_index"":1,""viewing_time"":255.0445500000078},{""page_index"":2,""viewing_time"":280.8814649999931}]",601.8949110000021,instructions,instructions,4,3167,0.0-0.0-2.0-0.0-0.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:42
NA,719.2061779999931,project_choice,survey-multi-choice,5,3900,0.0-0.0-2.0-9.0-0.0-0.0-0.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""oil-well_offshore-Aberdeen-UK_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,501.6553909999993,project_choice,survey-multi-choice,6,4423,0.0-0.0-2.0-9.0-0.0-0.0-0.1,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""microchip_GPS-tracking-device_125_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,254.25398400000176,project_choice,survey-multi-choice,7,4680,0.0-0.0-2.0-9.0-0.0-0.0-0.2,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""record-deal_latin_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,498.5103389999922,project_choice,survey-multi-choice,8,5181,0.0-0.0-2.0-9.0-0.0-0.0-0.3,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""shipping-logistics_wool_185_240_0.4"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,493.4546749999954,project_choice,survey-multi-choice,9,5677,0.0-0.0-2.0-9.0-0.0-0.0-0.4,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""restaurant-chain_buffet_155_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,326.5713100000057,project_choice,survey-multi-choice,10,6005,0.0-0.0-2.0-9.0-0.0-0.0-0.5,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""national-newspaper_foreign-affairs_175_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,706.0107570000009,project_choice,survey-multi-choice,11,6714,0.0-0.0-2.0-9.0-0.0-0.0-0.6,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""pharmaceutical_Chronic-kidney-disease_135_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,292.81230400000914,project_choice,survey-multi-choice,12,7010,0.0-0.0-2.0-9.0-0.0-0.0-0.7,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""railway_Oaxaca-Mexico_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,519.7310559999978,project_choice,survey-multi-choice,13,7532,0.0-0.0-2.0-9.0-0.0-0.0-0.8,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""GMO_bacteria-for-clean-fuel-development_175_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,253.09376500000326,project_choice,survey-multi-choice,14,7787,0.0-0.0-2.0-9.0-0.0-0.0-0.9,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""high-rise-construction_55-tube_100_240_0.75"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,259.0974050000059,project_choice,survey-multi-choice,15,8048,0.0-0.0-2.0-9.0-0.0-0.0-0.10,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""oil-well_offshore-Abu-Dhabi-UAE_135_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,233.13516000000254,project_choice,survey-multi-choice,16,8284,0.0-0.0-2.0-9.0-0.0-0.0-0.11,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""microchip_car-controls_150_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,274.9631619999909,project_choice,survey-multi-choice,17,8561,0.0-0.0-2.0-9.0-0.0-0.0-0.12,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""record-deal_soul_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,250.01753199999985,project_choice,survey-multi-choice,18,8813,0.0-0.0-2.0-9.0-0.0-0.0-0.13,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""shipping-logistics_liquor_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,244.23564299999634,project_choice,survey-multi-choice,19,9085,0.0-0.0-2.0-9.0-0.0-0.0-0.14,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""restaurant-chain_thai_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,262.9181180000014,project_choice,survey-multi-choice,20,9350,0.0-0.0-2.0-9.0-0.0-0.0-0.15,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""national-newspaper_Christian-topics_195_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,235.79618399999345,project_choice,survey-multi-choice,21,9588,0.0-0.0-2.0-9.0-0.0-0.0-0.16,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""pharmaceutical_Hunter-syndrome_115_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,257.87625200000184,project_choice,survey-multi-choice,22,9847,0.0-0.0-2.0-9.0-0.0-0.0-0.17,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""railway_West-Java-Indonesia_105_240_0.65"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,233.84038000000328,project_choice,survey-multi-choice,23,10084,0.0-0.0-2.0-9.0-0.0-0.0-0.18,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""GMO_corn-crop-with-faster-maturation_165_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,258.72792099998696,project_choice,survey-multi-choice,24,10344,0.0-0.0-2.0-9.0-0.0-0.0-0.19,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""high-rise-construction_25-infilled-frame_105_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:42
NA,182.32188999999744,project_expectation,survey-html-form,25,10528,0.0-0.0-3.0-0.0,bpnr1bbzd70ppx5,aggregation,experiment4,prolific,low,absent,naive,separate,8,21,NA,NA,NA,"{""project_expectation"":""68""}",NA,NA,NA,NA,02/09/2020 09:46:42
