view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":47.19483000000935}]",47.47041299999921,welcome,instructions,0,49,0.0-0.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:19
NA,377.77232800000604,id,survey-html-form,1,428,0.0-0.0-1.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""prolific"":""test12345829118644551297""}",NA,NA,NA,NA,02/09/2020 09:47:19
NA,408.1407449999972,contact,survey-html-form,2,839,0.0-0.0-1.0-1.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""contact"":""no"",""address"":""test12349133774579384126""}",NA,NA,NA,NA,02/09/2020 09:47:19
NA,995.3185819999959,demographics,survey-html-form,3,1850,0.0-0.0-1.0-2.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""sex"":""female"",""age"":""25"",""language"":""Arabic"",""language_other"":"""",""business_edu"":""51"",""business_exp"":""100"",""current"":""yes""}",yes,NA,NA,NA,02/09/2020 09:47:19
NA,1519.782323000001,business_information,survey-html-form,4,3372,0.0-0.0-1.0-3.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""company_name"":""test12346233886828628621"",""sector"":""Public Sector, Government"",""sector_other"":"""",""employees"":""1490243"",""revenue"":""453908"",""role_company"":""Other C-level executive"",""role_company_other"":"""",""role_allocation"":""Provide information and analysis for the decision-makers at business unit or division"",""role_allocation_other"":"""",""budget"":""289630""}",NA,NA,NA,NA,02/09/2020 09:47:19
"[{""page_index"":0,""viewing_time"":60.936451999993096},{""page_index"":1,""viewing_time"":60.542836000010084},{""page_index"":2,""viewing_time"":60.70575399999734}]",182.35973699999886,instructions,instructions,5,3555,0.0-0.0-2.0-0.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:19
NA,285.4343529999992,project_choice,survey-multi-choice,6,3843,0.0-0.0-2.0-10.0-0.0-0.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""oil-well_onshore-Houston-US_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,293.2222610000108,project_choice,survey-multi-choice,7,4139,0.0-0.0-2.0-10.0-0.0-0.0-0.1,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""microchip_personal-computer_125_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,231.5139929999923,project_choice,survey-multi-choice,8,4372,0.0-0.0-2.0-10.0-0.0-0.0-0.2,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""record-deal_hip-hop_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,251.95572200000515,project_choice,survey-multi-choice,9,4626,0.0-0.0-2.0-10.0-0.0-0.0-0.3,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""shipping-logistics_motorbike_185_240_0.4"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
