view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":43.466890999994234}]",43.83031299999374,welcome,instructions,0,45,0.0-0.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:19
NA,340.9098700000044,id,survey-html-form,1,388,0.0-0.0-1.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""prolific"":""test12343889672592369238""}",NA,NA,NA,NA,02/09/2020 09:46:19
NA,420.5948390000031,contact,survey-html-form,2,810,0.0-0.0-1.0-1.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""contact"":""yes"",""address"":""test12341578195754831645""}",NA,NA,NA,NA,02/09/2020 09:46:19
NA,1089.7739230000027,demographics,survey-html-form,3,1907,0.0-0.0-1.0-2.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""sex"":""male"",""age"":""100"",""language"":""Arabic"",""language_other"":"""",""business_edu"":""79"",""business_exp"":""77"",""current"":""no""}",no,NA,NA,NA,02/09/2020 09:46:19
"[{""page_index"":0,""viewing_time"":77.12795199999778},{""page_index"":1,""viewing_time"":67.22028400000113},{""page_index"":2,""viewing_time"":91.49214499999653}]",236.1289400000005,instructions,instructions,4,2144,0.0-0.0-2.0-0.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:19
NA,260.94128499999397,project_choice,survey-multi-choice,5,2408,0.0-0.0-2.0-8.0-0.0-0.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""oil-well_onshore-Omsk-Siberia_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,277.7902879999988,project_choice,survey-multi-choice,6,2688,0.0-0.0-2.0-8.0-0.0-0.0-0.1,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""microchip_medical-imaging-machine_125_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,328.9229210000003,project_choice,survey-multi-choice,7,3019,0.0-0.0-2.0-8.0-0.0-0.0-0.2,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""record-deal_electronic_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,243.61365499999738,project_choice,survey-multi-choice,8,3266,0.0-0.0-2.0-8.0-0.0-0.0-0.3,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""shipping-logistics_flat-screen-TV_185_240_0.4"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,302.99066500000254,project_choice,survey-multi-choice,9,3571,0.0-0.0-2.0-8.0-0.0-0.0-0.4,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""restaurant-chain_seafood_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,239.37225099999932,project_choice,survey-multi-choice,10,3812,0.0-0.0-2.0-8.0-0.0-0.0-0.5,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""national-newspaper_current-affairs_175_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,284.85399799999504,project_choice,survey-multi-choice,11,4100,0.0-0.0-2.0-8.0-0.0-0.0-0.6,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""pharmaceutical_Chronic-lower-respiratory-disease_135_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
