view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":53.095422000012604}]",53.3622629999968,welcome,instructions,0,55,0.0-0.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:48:18
NA,319.39319899998964,id,survey-html-form,1,376,0.0-0.0-1.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""prolific"":""test12343797268491933941""}",NA,NA,NA,NA,02/09/2020 09:48:18
NA,672.6083099999869,contact,survey-html-form,2,1049,0.0-0.0-1.0-1.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""contact"":""yes"",""address"":""test12345438573267673874""}",NA,NA,NA,NA,02/09/2020 09:48:18
NA,854.2423100000178,demographics,survey-html-form,3,1906,0.0-0.0-1.0-2.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""sex"":""male"",""age"":""92"",""language"":""Spanish"",""language_other"":"""",""business_edu"":""79"",""business_exp"":""7"",""current"":""yes""}",yes,NA,NA,NA,02/09/2020 09:48:18
NA,1591.034556000011,business_information,survey-html-form,4,3499,0.0-0.0-1.0-3.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""company_name"":""test12342244554788938594"",""sector"":""Aerospace & Defense"",""sector_other"":"""",""employees"":""80720"",""revenue"":""287187"",""role_company"":""SVP"",""role_company_other"":"""",""role_allocation"":""Decide on allocations for business unit or division"",""role_allocation_other"":"""",""budget"":""117589""}",NA,NA,NA,NA,02/09/2020 09:48:18
"[{""page_index"":0,""viewing_time"":61.99095400000897},{""page_index"":1,""viewing_time"":59.23159899998609},{""page_index"":2,""viewing_time"":61.728787000021384}]",183.12567399999534,instructions,instructions,5,3682,0.0-0.0-2.0-0.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:48:18
NA,244.18671000000813,project_choice,survey-multi-choice,6,3929,0.0-0.0-2.0-10.0-0.0-0.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""oil-well_onshore-Houston-US_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,232.44266799997604,project_choice,survey-multi-choice,7,4164,0.0-0.0-2.0-10.0-0.0-0.0-0.1,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""microchip_personal-computer_125_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,261.19313000000875,project_choice,survey-multi-choice,8,4427,0.0-0.0-2.0-10.0-0.0-0.0-0.2,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""record-deal_hip-hop_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,335.8885959999898,project_choice,survey-multi-choice,9,4765,0.0-0.0-2.0-10.0-0.0-0.0-0.3,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""shipping-logistics_motorbike_185_240_0.4"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,250.12774100000024,project_choice,survey-multi-choice,10,5018,0.0-0.0-2.0-10.0-0.0-0.0-0.4,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""restaurant-chain_italian_155_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,264.9896830000107,project_choice,survey-multi-choice,11,5285,0.0-0.0-2.0-10.0-0.0-0.0-0.5,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""national-newspaper_electronics_175_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,251.46040999999332,project_choice,survey-multi-choice,12,5540,0.0-0.0-2.0-10.0-0.0-0.0-0.6,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""pharmaceutical_leukaemia_135_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,252.0763079999997,project_choice,survey-multi-choice,13,5795,0.0-0.0-2.0-10.0-0.0-0.0-0.7,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""railway_Guangdong-China_120_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,256.0500159999883,project_choice,survey-multi-choice,14,6053,0.0-0.0-2.0-10.0-0.0-0.0-0.8,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""GMO_potato-crop-enriched-with-Vitamin-A_175_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,257.97204500000316,project_choice,survey-multi-choice,15,6313,0.0-0.0-2.0-10.0-0.0-0.0-0.9,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""high-rise-construction_10-coupled-wall_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,418.1205179999952,project_choice,survey-multi-choice,16,6735,0.0-0.0-2.0-10.0-0.0-0.0-0.10,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""oil-well_onshore-Daqing-China_135_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,317.63677100002496,project_choice,survey-multi-choice,17,7055,0.0-0.0-2.0-10.0-0.0-0.0-0.11,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""microchip_microwave_150_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,288.17425200000434,project_choice,survey-multi-choice,18,7346,0.0-0.0-2.0-10.0-0.0-0.0-0.12,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""record-deal_R&B_115_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,260.82679699999244,project_choice,survey-multi-choice,19,7609,0.0-0.0-2.0-10.0-0.0-0.0-0.13,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""shipping-logistics_kitchenware_180_240_0.35"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,227.7179419999975,project_choice,survey-multi-choice,20,7839,0.0-0.0-2.0-10.0-0.0-0.0-0.14,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""restaurant-chain_mexican_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,254.4489720000056,project_choice,survey-multi-choice,21,8095,0.0-0.0-2.0-10.0-0.0-0.0-0.15,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""national-newspaper_fashion_195_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,245.32126399998288,project_choice,survey-multi-choice,22,8342,0.0-0.0-2.0-10.0-0.0-0.0-0.16,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""pharmaceutical_Sickle-cell-disease_115_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,325.0476749999798,project_choice,survey-multi-choice,23,8669,0.0-0.0-2.0-10.0-0.0-0.0-0.17,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""railway_California-USA_105_240_0.65"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,262.9451699999954,project_choice,survey-multi-choice,24,8935,0.0-0.0-2.0-10.0-0.0-0.0-0.18,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""GMO_trout-with-increased-growth-rate_165_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,250.54732300000614,project_choice,survey-multi-choice,25,9188,0.0-0.0-2.0-10.0-0.0-0.0-0.19,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""high-rise-construction_20-rigid-frame_105_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:18
NA,249.48434000000816,project_expectation,survey-html-form,26,9439,0.0-0.0-3.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""project_expectation"":""95""}",NA,NA,NA,NA,02/09/2020 09:48:18
NA,197.60682500000803,project_number,survey-html-form,27,9637,0.0-0.0-3.0-1.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""project_number"":""26""}",NA,NA,NA,NA,02/09/2020 09:48:18
NA,156.97666899998876,portfolio_binary,html-button-response,28,9795,0.0-0.0-3.0-2.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",0,02/09/2020 09:48:18
NA,245.90278300001955,portfolio_number,survey-html-form,29,10041,0.0-0.0-3.0-3.0-0.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""portfolio_number"":""6""}",NA,NA,NA,NA,02/09/2020 09:48:18
"[{""page_index"":0,""viewing_time"":77.95651700001872},{""page_index"":1,""viewing_time"":65.93846499998654}]",144.44173000001138,debrief,instructions,30,10186,0.0-0.0-3.0-4.0,5mjhdoxh8876sc0,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:48:18
