view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":69.23926800000402}]",69.62567899999783,welcome,instructions,0,71,0.0-0.0-0.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:01
NA,300.2540100000033,id,survey-html-form,1,376,0.0-0.0-1.0-0.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""prolific"":""test12347332336138549551""}",NA,NA,NA,NA,02/09/2020 09:47:01
NA,412.18450799999573,contact,survey-html-form,2,792,0.0-0.0-1.0-1.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""contact"":""yes"",""address"":""test12345624667512695666""}",NA,NA,NA,NA,02/09/2020 09:47:01
NA,1297.1824039999974,demographics,survey-html-form,3,2091,0.0-0.0-1.0-2.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""sex"":""female"",""age"":""12"",""language"":""Japanese"",""language_other"":"""",""business_edu"":""59"",""business_exp"":""94"",""current"":""yes""}",yes,NA,NA,NA,02/09/2020 09:47:01
NA,1826.5677249999894,business_information,survey-html-form,4,3921,0.0-0.0-1.0-3.0-0.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""company_name"":""test12342158865234367967"",""sector"":""Engineering, Construction, Infrastructure, Real Estate"",""sector_other"":"""",""employees"":""2425539"",""revenue"":""84879"",""role_company"":""VP"",""role_company_other"":"""",""role_allocation"":""Decide on allocations for the company"",""role_allocation_other"":"""",""budget"":""71815""}",NA,NA,NA,NA,02/09/2020 09:47:01
"[{""page_index"":0,""viewing_time"":60.818125000011605},{""page_index"":1,""viewing_time"":82.89136599999847},{""page_index"":2,""viewing_time"":65.6854380000027}]",209.58235600001262,instructions,instructions,5,4131,0.0-0.0-2.0-1.0-0.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:01
NA,299.2066239999931,project_choice,survey-multi-choice,6,4434,0.0-0.0-2.0-12.0-0.0-0.0-0.0,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""oil-well_offshore-Abu-Dhabi-UAE_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,259.87463699999626,project_choice,survey-multi-choice,7,4696,0.0-0.0-2.0-12.0-0.0-0.0-0.1,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""microchip_car-controls_125_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,259.38276799999494,project_choice,survey-multi-choice,8,4958,0.0-0.0-2.0-12.0-0.0-0.0-0.2,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""record-deal_soul_190_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,302.3283229999979,project_choice,survey-multi-choice,9,5262,0.0-0.0-2.0-12.0-0.0-0.0-0.3,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""shipping-logistics_liquor_185_240_0.4"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,236.04104500000722,project_choice,survey-multi-choice,10,5501,0.0-0.0-2.0-12.0-0.0-0.0-0.4,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""restaurant-chain_thai_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,281.30193200000485,project_choice,survey-multi-choice,11,5784,0.0-0.0-2.0-12.0-0.0-0.0-0.5,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""national-newspaper_Christian-topics_175_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,248.83656399998654,project_choice,survey-multi-choice,12,6036,0.0-0.0-2.0-12.0-0.0-0.0-0.6,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""pharmaceutical_Hunter-syndrome_135_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,274.3466689999959,project_choice,survey-multi-choice,13,6313,0.0-0.0-2.0-12.0-0.0-0.0-0.7,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""railway_West-Java-Indonesia_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:01
NA,289.48192199999266,project_choice,survey-multi-choice,14,6605,0.0-0.0-2.0-12.0-0.0-0.0-0.8,t7f4nh8dcbro36s,aggregation,experiment4,prolific,low,absent,aware,separate,1,21,NA,NA,NA,"{""GMO_corn-crop-with-faster-maturation_175_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:01
