view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
"[{""page_index"":0,""viewing_time"":60.212718000002496}]",61.4065210000021,welcome,instructions,0,64,0.0-0.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:30
NA,196.66389500000037,id,survey-html-form,1,263,0.0-0.0-1.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""prolific"":""test12348384612436267193""}",NA,NA,NA,NA,02/09/2020 09:46:30
NA,383.01447900000346,contact,survey-html-form,2,648,0.0-0.0-1.0-1.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""contact"":""yes"",""address"":""test12345343123165964197""}",NA,NA,NA,NA,02/09/2020 09:46:30
NA,1339.7377739999997,demographics,survey-html-form,3,1993,0.0-0.0-1.0-2.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""sex"":""male"",""age"":""36"",""language"":""Korean"",""language_other"":"""",""business_edu"":""48"",""business_exp"":""74"",""current"":""no""}",no,NA,NA,NA,02/09/2020 09:46:30
"[{""page_index"":0,""viewing_time"":101.14947799999663},{""page_index"":1,""viewing_time"":67.73853800000006},{""page_index"":2,""viewing_time"":101.2441419999991}]",270.6296159999938,instructions,instructions,4,2264,0.0-0.0-2.0-1.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:30
NA,366.8438580000029,project_choice,survey-multi-choice,5,2637,0.0-0.0-2.0-21.0-0.0-0.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""oil-well_onshore-Omsk-Siberia_125_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,242.72857799999747,project_choice,survey-multi-choice,6,2882,0.0-0.0-2.0-21.0-0.0-0.0-0.1,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""microchip_medical-imaging-machine_125_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,441.539876999997,project_choice,survey-multi-choice,7,3326,0.0-0.0-2.0-21.0-0.0-0.0-0.2,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""record-deal_electronic_190_240_0.35"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,698.8765920000051,project_choice,survey-multi-choice,8,4029,0.0-0.0-2.0-21.0-0.0-0.0-0.3,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""shipping-logistics_flat-screen-TV_185_240_0.4"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,389.7629889999971,project_choice,survey-multi-choice,9,4423,0.0-0.0-2.0-21.0-0.0-0.0-0.4,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""restaurant-chain_seafood_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,531.1087079999979,project_choice,survey-multi-choice,10,4957,0.0-0.0-2.0-21.0-0.0-0.0-0.5,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""national-newspaper_current-affairs_175_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,326.99058000000787,project_choice,survey-multi-choice,11,5288,0.0-0.0-2.0-21.0-0.0-0.0-0.6,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""pharmaceutical_Chronic-lower-respiratory-disease_135_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,345.4300559999974,project_choice,survey-multi-choice,12,5637,0.0-0.0-2.0-21.0-0.0-0.0-0.7,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""railway_Krasnodar-Krai-Russia_120_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,583.577325999996,project_choice,survey-multi-choice,13,6223,0.0-0.0-2.0-21.0-0.0-0.0-0.8,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""GMO_sunflower-oil-with-healthier-fatty-acid-composition_175_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,448.1591769999941,project_choice,survey-multi-choice,14,6674,0.0-0.0-2.0-21.0-0.0-0.0-0.9,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""high-rise-construction_50-hybrid_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,732.1412120000023,project_choice,survey-multi-choice,15,7412,0.0-0.0-2.0-21.0-0.0-0.0-0.10,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""oil-well_offshore-Abu-Dhabi-UAE_135_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,536.4330379999983,project_choice,survey-multi-choice,16,7962,0.0-0.0-2.0-21.0-0.0-0.0-0.11,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""microchip_car-controls_150_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,248.2154629999941,project_choice,survey-multi-choice,17,8212,0.0-0.0-2.0-21.0-0.0-0.0-0.12,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""record-deal_soul_115_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,355.2619769999983,project_choice,survey-multi-choice,18,8570,0.0-0.0-2.0-21.0-0.0-0.0-0.13,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""shipping-logistics_liquor_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,272.0850929999997,project_choice,survey-multi-choice,19,8844,0.0-0.0-2.0-21.0-0.0-0.0-0.14,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""restaurant-chain_thai_145_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,287.28917499999807,project_choice,survey-multi-choice,20,9134,0.0-0.0-2.0-21.0-0.0-0.0-0.15,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""national-newspaper_Christian-topics_195_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,236.91323399999965,project_choice,survey-multi-choice,21,9373,0.0-0.0-2.0-21.0-0.0-0.0-0.16,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""pharmaceutical_Hunter-syndrome_115_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,300.56007999999565,project_choice,survey-multi-choice,22,9676,0.0-0.0-2.0-21.0-0.0-0.0-0.17,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""railway_West-Java-Indonesia_105_240_0.65"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,268.6656110000022,project_choice,survey-multi-choice,23,9947,0.0-0.0-2.0-21.0-0.0-0.0-0.18,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""GMO_corn-crop-with-faster-maturation_165_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,263.866366000002,project_choice,survey-multi-choice,24,10214,0.0-0.0-2.0-21.0-0.0-0.0-0.19,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""high-rise-construction_25-infilled-frame_105_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:30
NA,215.7298549999923,project_expectation,survey-html-form,25,10430,0.0-0.0-3.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""project_expectation"":""98""}",NA,NA,NA,NA,02/09/2020 09:46:30
NA,237.05576599999767,project_number,survey-html-form,26,10668,0.0-0.0-3.0-1.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""project_number"":""9""}",NA,NA,NA,NA,02/09/2020 09:46:30
NA,192.88042500001393,portfolio_binary,html-button-response,27,10862,0.0-0.0-3.0-2.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",0,02/09/2020 09:46:30
NA,188.08769400000347,portfolio_number,survey-html-form,28,11051,0.0-0.0-3.0-3.0-0.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,"{""portfolio_number"":""5""}",NA,NA,NA,NA,02/09/2020 09:46:30
"[{""page_index"":0,""viewing_time"":84.01596899999277},{""page_index"":1,""viewing_time"":67.76175400000284}]",152.09813599999325,debrief,instructions,29,11204,0.0-0.0-3.0-4.0,ws0bnbnos4hnnsc,aggregation,experiment4,prolific,low,absent,aware,separate,10,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:30
