"view_history","rt","stage","trial_type","trial_index","time_elapsed","internal_node_id","subject","thesis_project","experiment","sample","project_variation","anecdote_variation","anecdote_between","current_project_display_order","PROLIFIC_PID","STUDY_ID","SESSION_ID","url","responses","current_response","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":1294.0299999900162}]","1294.354999990901","welcome","instructions","0","1296","0.0-0.0-0.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","","","",""
"[{""page_index"":0,""viewing_time"":3437.9750000080094},{""page_index"":1,""viewing_time"":577.0699999993667},{""page_index"":2,""viewing_time"":1743.5399999958463}]","5758.850000012899","pis","instructions","1","7055","0.0-0.0-1.0-0.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","","","",""
"","2603.4550000040326","consent","external-html","2","9719","0.0-0.0-1.0-1.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","resource/other/consent.html","","","",""
"","8678.67500000284","id","survey-html-form","3","18399","0.0-0.0-1.0-2.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""prolific"":""testtesttesttesttesttest""}","","",""
"","1918.9099999784958","contact","survey-html-form","4","20319","0.0-0.0-1.0-3.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""contact"":""no"",""address"":""""}","","",""
"","8221.9150000019","demographics","survey-html-form","5","28544","0.0-0.0-1.0-4.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""sex"":""male"",""age"":""10"",""language"":""No"",""language_other"":"""",""business_edu"":""1"",""business_exp"":""1"",""current"":""no""}","no","",""
"","1758.1049999862444","instructions","survey-html-form","6","30305","0.0-0.0-2.0-0.0-0.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""instructions_test"":""1""}","","",""
"","1869.040000019595","interstitial","survey-html-form","7","32175","0.0-0.0-2.0-15.0-0.0-0.0-0.0-0.0-0.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""interstitial_3"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","8","38896","0.0-0.0-2.0-15.0-0.0-0.0-0.0-0.0-1.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""anecdote_low_negative_Dinerly_restaurant-chain_904_94_Restaurants-established_5_Number-of-reservations-on-a-Saturday-night_60_Positive-reviews_24_Restaurant-type_fast-food_target"":""50"",""anecdote_low_negative_Vital-Records_record-label_100_88_Record-projects-completed_5_Radio-listenership-nationally_1_Relevant-network-connections_8_Genre_rock_comparison"":""50""}","","",""
"","29176.324999978533","follow_up","survey-html-form","9","68074","0.0-0.0-2.0-15.0-0.0-0.0-0.0-0.0-2.0","nd1v9hz7j672n37","anecdotes","experiment2","prolific","4","2","anecdote_only","6","","","","","{""follow-up_anecdote_negative_low_rating_similarity-rating"":""1"",""follow-up_anecdote_negative_low_rating_relevance-specific-rating"":""1"",""follow-up_anecdote_negative_low_rating_relevance-general-rating"":""1"",""follow-up_anecdote_negative_low_text_justify"":""1""}","","",""
