"view_history","rt","stage","trial_type","trial_index","time_elapsed","internal_node_id","subject","thesis_project","experiment","sample","project_variation","anecdote_variation","anecdote_between","current_project_display_order","PROLIFIC_PID","STUDY_ID","SESSION_ID","url","responses","current_response","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":14516.79000002332}]","14517.329999944195","welcome","instructions","0","14521","0.0-0.0-0.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","","","",""
"[{""page_index"":0,""viewing_time"":33784.19000003487},{""page_index"":1,""viewing_time"":2905.9800000395626},{""page_index"":2,""viewing_time"":5385.949999792501}]","42076.33999991231","pis","instructions","1","56598","0.0-0.0-1.0-0.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","","","",""
"","15575.360000133514","consent","external-html","2","72811","0.0-0.0-1.0-1.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","resource/other/consent.html","","","",""
"","2508.434999966994","id","survey-html-form","3","75321","0.0-0.0-1.0-2.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""prolific"":""5dd3699ee73e6136c640f1cf""}","","",""
"","29424.20500004664","contact","survey-html-form","4","104746","0.0-0.0-1.0-3.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""contact"":""no"",""address"":""""}","","",""
"","76223.61500002444","demographics","survey-html-form","5","180972","0.0-0.0-1.0-4.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""sex"":""male"",""age"":""44"",""language"":""No"",""language_other"":"""",""business_edu"":""2"",""business_exp"":""6"",""current"":""yes""}","yes","",""
"","155117.83000011928","business_information","survey-html-form","6","336095","0.0-0.0-1.0-5.0-0.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""company_name"":"""",""sector"":""Public Sector, Government"",""sector_other"":"""",""employees"":""5000"",""revenue"":""250"",""role_company"":""BU/Divisional President"",""role_company_other"":"""",""role_allocation"":""Provide information and analysis for the decision-makers at line of business level"",""role_allocation_other"":"""",""budget"":""15""}","","",""
"","18119.164999807253","instructions","survey-html-form","7","354215","0.0-0.0-2.0-0.0-0.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""instructions_test"":""5""}","","",""
"","16203.16500007175","interstitial","survey-html-form","8","370421","0.0-0.0-2.0-1.0-0.0-0.0-0.0-0.0-0.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""interstitial_5"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","9","939055","0.0-0.0-2.0-1.0-0.0-0.0-0.0-0.0-1.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""statistics-only_NA_NA_Grown-Media_national-newspaper_903_93_Newspapers-printed_50000_Number-of-weekly-advertisers_80_Ink-that-is-not-discarded-due-to-impurities_5000_Payment-model_subscription_target"":""95"",""statistics-only_NA_NA_Healthgenic_pharmaceutical_104_88_Pills-pressed_300000_Shelf-life_20_Probability-of-symptom-reduction-after-a-week_90_Drug-type_prescription-only_comparison"":""5""}","","",""
"","1602.2050001192838","follow_up","survey-html-form","10","940658","0.0-0.0-2.0-1.0-0.0-0.0-0.0-0.0-2.0","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{}","","",""
"","5609.975000144914","interstitial","survey-html-form","11","946270","0.0-0.0-2.0-1.0-0.0-0.0-0.0-0.1-0.1","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""interstitial_1"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","12","1081501","0.0-0.0-2.0-1.0-0.0-0.0-0.0-0.1-1.1","51eqx99gmek4evq","anecdotes","experiment2","prolific","1","1","anecdote_only","6","5dd3699ee73e6136c640f1cf","604016aa51301a1e54c91c67","6041a879b63b1701eb272939","","{""anecdote_high_negative_Poppin_record-label_100_88_Record-projects-completed_8_Radio-listenership-nationally_2_Relevant-network-connections_13_Genre_rock_comparison"":""30"",""anecdote_high_negative_Savoro_restaurant-chain_904_94_Restaurants-established_9_Number-of-reservations-on-a-Saturday-night_100_Positive-reviews_40_Restaurant-type_fast-food_target"":""70""}","","",""
