"view_history","rt","stage","trial_type","trial_index","time_elapsed","internal_node_id","subject","thesis_project","experiment","sample","project_variation","anecdote_variation","anecdote_between","current_project_display_order","PROLIFIC_PID","STUDY_ID","SESSION_ID","url","responses","current_response","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":2062.2999999905005}]","2063.6999999987893","welcome","instructions","0","2075","0.0-0.0-0.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","","","",""
"[{""page_index"":0,""viewing_time"":1929.999999993015},{""page_index"":1,""viewing_time"":1548.6000000382774},{""page_index"":2,""viewing_time"":1570.2999999630265}]","5049.9999999883585","pis","instructions","1","7130","0.0-0.0-1.0-0.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","","","",""
"","2500.6999999750406","consent","external-html","2","9711","0.0-0.0-1.0-1.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","resource/other/consent.html","","","",""
"","1326.100000005681","id","survey-html-form","3","11055","0.0-0.0-1.0-2.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""prolific"":""5f57a42b46df8927414990fc""}","","",""
"","1778.3000000054017","contact","survey-html-form","4","12839","0.0-0.0-1.0-3.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""contact"":""no"",""address"":""""}","","",""
"","15813.69999999879","demographics","survey-html-form","5","28666","0.0-0.0-1.0-4.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""sex"":""male"",""age"":""30"",""language"":""No"",""language_other"":"""",""business_edu"":""3"",""business_exp"":""2"",""current"":""no""}","no","",""
"","6635.500000033062","instructions","survey-html-form","6","35319","0.0-0.0-2.0-0.0-0.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""instructions_test"":""2""}","","",""
"","2621.999999973923","interstitial","survey-html-form","7","37965","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.0-0.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""interstitial_4"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","8","75785","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.0-1.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""anecdote_low_positive_Erectic_high-rise-construction_902_94_High-rises-built_11_Probability-that-the-builders-complete-construction-within-a-month-of-the-due-date_77_Number-of-tenant-expressions-of-interest_140_Primary-use_mixed-office-retail_comparison"":""30"",""anecdote_low_positive_Railmont_railway_104_89_Railway-lines-built_7_Number-of-seats-filled-by-paying-customers-at-peak-hour_2800_Time-before-the-train-carriages-will-need-to-be-serviced_17_Operation-type_intracity_target"":""70""}","","",""
"","67591.0000000149","follow_up","survey-html-form","9","143382","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.0-2.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""follow-up_anecdote_positive_low_rating_similarity-rating"":""1"",""follow-up_anecdote_positive_low_rating_relevance-specific-rating"":""7"",""follow-up_anecdote_positive_low_rating_relevance-general-rating"":""7"",""follow-up_anecdote_positive_low_text_justify"":""It is well structured and have all the relevant informations needed.""}","","",""
"","3754.300000029616","interstitial","survey-html-form","10","147145","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.1-0.1","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""interstitial_2"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","11","193958","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.1-1.1","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""anecdote_high_positive_Logivia_shipping-logistics_902_94_Packages-shipped_960_Number-of-orders-that-do-not-spend-time-in-a-bottleneck_480_Average-accuracy-of-shipments_94_Shipping-type_parcel_comparison"":""40"",""anecdote_high_positive_Microxy_microchip_103_87_Microchips-produced_4800_Usable-semiconductor-yield-after-testing_63_Compatible-devices-in-the-market_79_Type-of-chip-architecture_Reduced-Instruction-Set-Computing_target"":""60""}","","",""
"","87391.10000000801","follow_up","survey-html-form","12","281358","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.1-2.1","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""follow-up_anecdote_positive_high_rating_similarity-rating"":""1"",""follow-up_anecdote_positive_high_rating_relevance-specific-rating"":""7"",""follow-up_anecdote_positive_high_rating_relevance-general-rating"":""1"",""follow-up_anecdote_positive_high_text_justify"":""It didn't specify all the relevant informations like years of experiences.""}","","",""
"","8061.099999991711","interstitial","survey-html-form","13","289465","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.2-0.2","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""interstitial_5"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","14","313290","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.2-1.2","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""statistics-only_NA_NA_Pharmacore_pharmaceutical_104_88_Pills-pressed_300000_Shelf-life_20_Probability-of-symptom-reduction-after-a-week_90_Drug-type_over-the-counter_comparison"":""20"",""statistics-only_NA_NA_Pressbloom_national-newspaper_903_93_Newspapers-printed_50000_Number-of-weekly-advertisers_80_Ink-that-is-not-discarded-due-to-impurities_5000_Payment-model_advertising_target"":""80""}","","",""
"","2746.899999969173","follow_up","survey-html-form","15","316040","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.2-2.2","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{}","","",""
"","10585.800000000745","interstitial","survey-html-form","16","326630","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.3-0.3","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""interstitial_3"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","17","350811","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.3-1.3","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""anecdote_low_negative_Cweb_software_905_92_Code-written_600_Security-rating_51_Number-of-potential-customers-in-first-year_2_Target-users_enterprise_target"":""10"",""anecdote_low_negative_Refinera_oil-well_102_90_Oil-extracted_1200_Time-the-machinery-lasts-before-requiring-maintenance_4_Probability-of-finding-oil_72_Type-of-well_offshore_comparison"":""90""}","","",""
"","76444.69999999274","follow_up","survey-html-form","18","427267","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.3-2.3","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""follow-up_anecdote_negative_low_rating_similarity-rating"":""1"",""follow-up_anecdote_negative_low_rating_relevance-specific-rating"":""7"",""follow-up_anecdote_negative_low_rating_relevance-general-rating"":""1"",""follow-up_anecdote_negative_low_text_justify"":""The information provided are inadequate""}","","",""
"","4298.900000052527","interstitial","survey-html-form","19","431574","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.4-0.4","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""interstitial_1"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","20","458655","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.4-1.4","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""anecdote_high_negative_Dinerly_restaurant-chain_904_94_Restaurants-established_7_Number-of-reservations-on-a-Saturday-night_80_Positive-reviews_32_Restaurant-type_fast-food_target"":""80"",""anecdote_high_negative_Vital-Records_record-label_100_88_Record-projects-completed_6_Radio-listenership-nationally_2_Relevant-network-connections_10_Genre_rock_comparison"":""20""}","","",""
"","39114.500000025146","follow_up","survey-html-form","21","497778","0.0-0.0-2.0-3.0-0.0-0.0-0.0-0.4-2.4","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","{""follow-up_anecdote_negative_high_rating_similarity-rating"":""7"",""follow-up_anecdote_negative_high_rating_relevance-specific-rating"":""7"",""follow-up_anecdote_negative_high_rating_relevance-general-rating"":""1"",""follow-up_anecdote_negative_high_text_justify"":""It have some important information but it not enough""}","","",""
"[{""page_index"":0,""viewing_time"":4012.700000021141},{""page_index"":1,""viewing_time"":1703.899999964051}]","5720.29999998631","debrief","instructions","22","503511","0.0-0.0-3.0-0.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","","","",""
"","1912.700000044424","end","html-button-response","23","505442","0.0-0.0-3.0-1.0","9akdkv4h00oqqne","anecdotes","experiment2","prolific","1","2","anecdote_only","6","5f57a42b46df8927414990fc","604016aa51301a1e54c91c67","604081f9e15b6828269e425f","","","","<div>
  <p>Press below to complete the experiment.</p>
  <p>The next page will be a blank white screen. It will take approximately 10 seconds to save your data, after which you will be automatically redirected back to Prolific. Please do not exit until you have been redirected back to Prolific.</p>
  <p>Thank you!</p>
</div>","0"
