"view_history","rt","stage","trial_type","trial_index","time_elapsed","internal_node_id","subject","thesis_project","experiment","sample","project_variation","anecdote_variation","anecdote_between","current_project_display_order","PROLIFIC_PID","STUDY_ID","SESSION_ID","url","responses","current_response","stimulus","button_pressed"
"[{""page_index"":0,""viewing_time"":7300.725000000966}]","7301.735000000917","welcome","instructions","0","7303","0.0-0.0-0.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","","","",""
"[{""page_index"":0,""viewing_time"":40104.285000001255},{""page_index"":1,""viewing_time"":31713.770000002114},{""page_index"":2,""viewing_time"":18311.37999999919}]","90129.79500000074","pis","instructions","1","97436","0.0-0.0-1.0-0.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","","","",""
"","13661.874999997963","consent","external-html","2","111696","0.0-0.0-1.0-1.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","resource/other/consent.html","","","",""
"","5367.734999999811","id","survey-html-form","3","117066","0.0-0.0-1.0-2.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""prolific"":""5ee64e85c682de3a880579c6""}","","",""
"","6990.595000002941","contact","survey-html-form","4","124058","0.0-0.0-1.0-3.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""contact"":""no"",""address"":""""}","","",""
"","70009.16499999948","demographics","survey-html-form","5","194072","0.0-0.0-1.0-4.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""sex"":""male"",""age"":""72"",""language"":""No"",""language_other"":"""",""business_edu"":""50"",""business_exp"":""43"",""current"":""no""}","no","",""
"","55932.49500000093","instructions","survey-html-form","6","250008","0.0-0.0-2.0-0.0-0.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""instructions_test"":""5""}","","",""
"","34768.324999997305","interstitial","survey-html-form","7","284781","0.0-0.0-2.0-18.0-0.0-0.0-0.0-0.0-0.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""interstitial_4"":""on""}","","",""
"","NaN","project_allocation","survey-html-form3","8","528382","0.0-0.0-2.0-18.0-0.0-0.0-0.0-0.0-1.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""anecdote_low_positive_Solgistics_shipping-logistics_905_93_Packages-shipped_800_Number-of-orders-that-do-not-spend-time-in-a-bottleneck_400_Average-accuracy-of-shipments_90_Shipping-type_freight_comparison"":""90"",""anecdote_low_positive_Altchip_microchip_105_90_Microchips-produced_4000_Usable-semiconductor-yield-after-testing_60_Compatible-devices-in-the-market_75_Type-of-chip-architecture_Complex-Instruction-Set-Computing_target"":""10""}","","",""
"","100075.205000001","follow_up","survey-html-form","9","628461","0.0-0.0-2.0-18.0-0.0-0.0-0.0-0.0-2.0","m99fxu03l5gtauc","anecdotes","experiment2","prolific","5","1","combined","6","5ee64e85c682de3a880579c6","604016aa51301a1e54c91c67","60455d5faff87e68cd328f0f","","{""follow-up_anecdote_positive_low_rating_similarity-rating"":""5"",""follow-up_anecdote_positive_low_rating_relevance-specific-rating"":""5"",""follow-up_anecdote_positive_low_rating_relevance-general-rating"":""6"",""follow-up_anecdote_positive_low_text_justify"":""Given what would be the measures of a project to be invested in.""}","","",""
