"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","27","0.0-0.0","dwp7hf9fvl4v87n","highA","combined","","","","","",""
"instructions","1","17749","0.0-1.0","dwp7hf9fvl4v87n","highA","combined","[{""page_index"":0,""viewing_time"":6666},{""page_index"":1,""viewing_time"":6960.000000000002},{""page_index"":2,""viewing_time"":2848.000000000002},{""page_index"":3,""viewing_time"":1244.9999999999964}]","17721","","","",""
"external-html","2","26863","0.0-2.0","dwp7hf9fvl4v87n","highA","combined","","9104","js/consent.html","","",""
"survey-html-form","3","31362","0.0-3.0","dwp7hf9fvl4v87n","highA","combined","","4497","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","39703","0.0-4.0","dwp7hf9fvl4v87n","highA","combined","","8338.999999999993","","{""sona"":""Crystal SU""}","",""
"survey-html-form","5","52375","0.0-5.0","dwp7hf9fvl4v87n","highA","combined","","12669","","{""sex"":""female"",""age"":""21"",""other"":"""",""business_exp"":""0"",""business_edu"":""1""}","",""
"instructions","6","72977","0.0-6.0","dwp7hf9fvl4v87n","highA","combined","[{""page_index"":0,""viewing_time"":5279.999999999993},{""page_index"":1,""viewing_time"":2499},{""page_index"":2,""viewing_time"":12822}]","20601.999999999993","","","",""
"survey-html-form3","7","397149","0.0-7.0","dwp7hf9fvl4v87n","highA","combined","","NaN","","{""allocation_q_projectA"":""50"",""allocation_q_projectB"":""50""}","",""
"survey-html-form","8","898344","0.0-8.0","dwp7hf9fvl4v87n","highA","combined","","501194","","{""follow_up_q_similarity_rating"":""4"",""follow_up_q_similarity_justify"":""They are both oil well investment and being vertical integrated."",""follow_up_q_relevance_specific_rating"":""5"",""follow_up_q_relevance_specific_justify"":""As they are same kind of business with similar company structure."",""follow_up_q_relevance_general_rating"":""3"",""follow_up_q_relevance_general_justify"":""oil project in different place with different probabilities of finding oil. And the production cost are different.""}","",""
"instructions","9","904692","0.0-9.0","dwp7hf9fvl4v87n","highA","combined","[{""page_index"":0,""viewing_time"":2383.9999999998836},{""page_index"":1,""viewing_time"":3963}]","6347.999999999884","","","",""
"html-button-response","10","906202","0.0-10.0","dwp7hf9fvl4v87n","highA","combined","","1508","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
