"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","4","0.0-0.0","zkz28pwv2mheud9","lowA","enhanced","","","","","",""
"instructions","1","6541","0.0-1.0","zkz28pwv2mheud9","lowA","enhanced","[{""page_index"":0,""viewing_time"":1429.8750000016298},{""page_index"":1,""viewing_time"":3713.4949999963283},{""page_index"":2,""viewing_time"":711.9650000022375},{""page_index"":3,""viewing_time"":679.2050000003655}]","6534.810000004654","","","",""
"external-html","2","7991","0.0-2.0","zkz28pwv2mheud9","lowA","enhanced","","1441.0049999933108","js/consent.html","","",""
"survey-html-form","3","9037","0.0-3.0","zkz28pwv2mheud9","lowA","enhanced","","1044.5600000020931","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","11017","0.0-4.0","zkz28pwv2mheud9","lowA","enhanced","","1978.770000001532","","{""sona"":""test""}","",""
"survey-html-form","5","14431","0.0-5.0","zkz28pwv2mheud9","lowA","enhanced","","3412.5000000058208","","{""sex"":""male"",""age"":""11"",""other"":"""",""business_exp"":""1"",""business_edu"":""1""}","",""
"instructions","6","18459","0.0-6.0","zkz28pwv2mheud9","lowA","enhanced","[{""page_index"":0,""viewing_time"":1842.0250000053784},{""page_index"":1,""viewing_time"":542.4249999996391},{""page_index"":2,""viewing_time"":1641.6499999977532}]","4026.4900000038324","","","",""
"survey-html-form3","7","28580","0.0-7.0","zkz28pwv2mheud9","lowA","enhanced","","NaN","","{""allocation_q_projectA"":""10"",""allocation_q_projectB"":""90""}","",""
"survey-html-form","8","41840","0.0-8.0","zkz28pwv2mheud9","lowA","enhanced","","13257.779999999912","","{""follow_up_q_similarity_rating"":""1"",""follow_up_q_similarity_justify"":""test1"",""follow_up_q_relevance_specific_rating"":""2"",""follow_up_q_relevance_specific_justify"":""test2"",""follow_up_q_relevance_general_rating"":""3"",""follow_up_q_relevance_general_justify"":""test3""}","",""
"instructions","9","44201","0.0-9.0","zkz28pwv2mheud9","lowA","enhanced","[{""page_index"":0,""viewing_time"":1563.735000003362},{""page_index"":1,""viewing_time"":796.2449999977252}]","2360.2350000001024","","","",""
"html-button-response","10","45102","0.0-10.0","zkz28pwv2mheud9","lowA","enhanced","","898.5450000036508","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
